Filename,Start,End,Time,Transcription
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:00,00:00:03,000000Z,runway two three rig fli fo zro
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:04,00:00:17,000000Z,read m runway hold short instruction contact rondon  point nine for clearance and taxi instruction adi  iia contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:21,00:00:26,000000Z,greasp airport eites information echo two three five four zulu
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:27,00:00:30,000000Z,wind calm one zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:31,00:00:45,000000Z,cealing two five thousand broken two three two point three three zero two four visual approach five right five left and yuth notice t eirmisio
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:46,00:00:49,000000Z,runway one four three two close
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:00:50,00:01:19,000000Z,taxi way delta closed between taxi way kilo and taxi way delto one taxi way kilo klosed between runway one for and taxi way kilo one taxi way te one betwen taxi way delta and  ils runway five right out of service runway five righ approach fht istm out of service runway five right precision approach passing t kaber out of servie runway two three righlt rea tak runway hold short and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:01:20,00:01:30,000000Z,contact ground two one doint nine for clearance and taxi instructions adlis on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:01:34,00:02:14,000000Z,reenborow aerport att informatio echo two three five four zuluwnd calm one zero velig two five thousand broken two three two point three a e thre zero two four visual approach five righ five left an us noci runway one four three two cos taxi way delta losed between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:02:15,00:02:38,000000Z,ils runway five right out of service runway five right approach  sitm out of service runway five right precision approach assintiter out of service runway two three rea  runway hold short indstruction contact groundo to on poit nine for clearance and taxi instruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:02:39,00:02:43,000000Z,advin initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:02:47,00:02:53,000000Z,greenor ar pourt da  information echo two three five four zulu wind calm
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:02:54,00:03:33,000000Z,one zero velg two five thousand broken two three two point three ati  three zero two four visual ap proach five right five left nut irunway one four three two close taxi way delta close between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and te ils runway five right out of service runway five right pproach lttm out of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:03:34,00:03:41,000000Z,runway five right  approach ass indicater out of service runway two three right flight flev
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:03:42,00:03:55,000000Z,re runway hold short instruction contact roendo point nine for clearance and taxi instrcion ad contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:03:59,00:04:08,000000Z,greanbr airport ai information echo two three five four zulu wind calm  one o zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:04:09,00:04:23,000000Z,cealing two five thousand broken two three two point three three zero two four visual approach five right five left and us noticeermisi
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:04:24,00:04:27,000000Z,runway one four three two lose
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:04:28,00:05:08,000000Z,taxi way delta closed between taxi way kilo and taxi wayt eto one taxi way kilo closed between runway one four and taxi way kilo one taxi way deto one between taxi way delta and  ils runway five right ou of service runway five righ approach tt out of service runway five right precisin approach passing de out of service runway two three righl rea a ol runway hold short andtrction contact ground on to one point nine for clearance and taxi instrction advi t you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:05:12,00:05:52,000000Z,breenpo aerport at information echo two three five four zuluwindcalms one zero veelig two five thousand broken two three two poimnt three ibe thre zero to four visual approach five righ five left and yu runway one four three two close taxi way delta klosed between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:05:53,00:06:21,000000Z,ils runway five right out of service runway five right approach  t out of servics runway five right precision approach pass ingtiter out of service runway two three rg  reao runway hold short instruction contact roundonto point nine four clearance and taxi instructions advis on nitia contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:06:25,00:07:11,000000Z,greenboro arport  information echo two three five four zulundclm one zero telig two five thousand broken two three two poimnt three an three zero two four visual approach five riget five left nus noir miiorunway one four three two plose taxi way delta losed between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and  ils runway five right out of service runway five right approach igt out of servie
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:07:12,00:07:19,000000Z,runway five rightqeg approach pass ing tecater out of service runway two three right fl fl
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:07:20,00:07:33,000000Z,re runway hold short instruction contact rondon point nine for clearance and taxi instruction adlionia contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:07:37,00:07:46,000000Z,repair port demites information echo two three five four zulu wind calm one zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:07:47,00:07:55,000000Z,two five thousand broken two three two point three three zero two four
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:07:56,00:08:05,000000Z,visual approach five right five left anus notice till airmisi runway one four three two close
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:08:06,00:08:32,000000Z,taxi way delta closed between taxi way kilo and taxi way delto one taxi way kilo closed between runway one four and tai way kilo one tactiway tet one between taxi way delta and ils runway five right ou of serfice runway five right approach flihtifn out of service runway five right prein approach passing ter out of service runway two three rig
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:08:33,00:08:46,000000Z,three maecol runway hold short instruction contact groundo two one doint nine for clearance and taxi instruction advis on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:08:50,00:09:30,000000Z,greenporow aerport a information echo two three five four zulu wnd calm one zero ceel two five thousand broken two three two point three tin bel three zero two four visual approach five righ five left an us no runway one four three two klose taxi way delta closed between taxi way kilo and taxiway delta one taxi way kilo closed between runway one four and taxiway kilo one taxi way delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:09:31,00:09:48,000000Z,ils runway five right out of service runway five right approach ih sistm out of service runway five right precision approach pass indicator out of service runway two three right rea runway hold short instrution
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:09:49,00:09:50,000000Z,contactod
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:09:51,00:09:59,000000Z,tuble point nine for clearance and taxi instrcio advisna contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:10:03,00:10:54,000000Z,treenp aerport a informaion echo two three five for zulund calm one zero velin two five thousand broken two three two poimnt three a t three zero two four visual ap proach five right five left n notceirmiion runway one four three two plose taxi way delta klose between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta ad ils runway five right out of service runway five right approach ltm out of service runway five right precion approach passing ter out of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:10:55,00:11:11,000000Z,runway two three  read mol runway hold short instruction contact roundotwo ond point nine for clearance and taxi instrion advon initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:11:16,00:11:37,000000Z,gren aerport dei information echo two three five four zulu wind calmone zero cen two five thousand broken two three two point three three zero two four visual approach five right five left an us
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:11:38,00:11:43,000000Z,notice til airmi runway one four three two close
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:11:44,00:12:10,000000Z,taxi way delta closed between taxi way kilo and taxi way elto one taxi way kilo closed between runway one four and taxi way kilo one taxi way de one betwen taxi way delta and  is runway five right out of service runway five right approach flight itm out of service runway five rihtqn approach passing deber out of service runway two three righ
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:12:11,00:12:24,000000Z,reco runway hold short instruction contactrondo o poimnt nine for clearance and taxi instruction ad on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:12:28,00:12:52,000000Z,greenpo airport e it information echo two three five four zulu wind calm one zero two five thousand broken two three two point three three zero two four visual approach five right five left u normisi
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:12:53,00:13:26,000000Z,runway one four three two mlose taxi way delta lose between taxi way kilo and taxi way delta one taxi way kilo close between runway one four and taxiway kilo one taxi way delta one between taxi way delta ad ils runway five right out of service runway five right approach liht sstem out of service runway five right precision approach passig teter out of service runway two three r reo runway hold short instructions
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:13:27,00:13:28,000000Z,contactod
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:13:29,00:13:37,000000Z,toon doina nine for clearance and taxi instruion advis onitial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:13:41,00:14:32,000000Z,renpo aerport a information echo two three five for zulu calm one zero i two five thousand broken two three two point three a  three zero to four visual approach five right five left in us no runway one four three two plose taxi way delta klos between taxi way kilo and taxi way delta one taxi way kilo klose between runway one four and taxi way kilo one taxi way delta one between taxi way delta and ils runway five right out of service runway five right approach  out of service runway five right preciion approach tassingout of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:14:33,00:14:45,000000Z,runway two three  read baon runway hold short instruction contact rounddo two on point nine for clearance and taxi instruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:14:46,00:14:50,000000Z,advised on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:14:54,00:15:00,000000Z,geepo airport eli information echo two three five four zulu wind calm
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:15:01,00:15:05,000000Z,three one two zero cel two five thousand broken
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:15:06,00:15:15,000000Z,two three two point three three zero two four visual approach five right five left u
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:15:16,00:15:21,000000Z,notice til airmi runway one four three two close
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:15:22,00:15:48,000000Z,taxi way delta closed between taxi way kilo and taxi wayt elto one taxi way kilo closed between runway one four and taxi way kilo one taxi way det one between taxi way delta and  ils runway five right out of service runway five righ approach h in out of service runway five right precion approach passing deber out of service runway two three right fl
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:15:49,00:16:02,000000Z,reacl runway hold short instruction contact rowendon t one poimnt nine for clearance and taxi instruction advis on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:16:06,00:16:30,000000Z,greenpo aerport  information echo two three five four zuluwnd calm one zero celi two five thousand broken two three two point three three zero two four visual approach five right five left on ut noairmii
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:16:31,00:17:04,000000Z,runway one four three two plose taxi way delta close between taxi way kilo and taxi way delta one taxi way kilo klose between runway one four and taxi way kilo one taxi way delta one between taxi way delta and e ils runway five right out of service runway five right approach ift out of service runway five right prn approach tassing der out of service runway two three  rekonl runway hold short insruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:17:05,00:17:06,000000Z,contact ground
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:17:07,00:17:15,000000Z,twoone point nine for clearance and taxi instrution advise itial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:17:19,00:18:10,000000Z,treenp airoport a liv information echo two three five four zulu wnd calm one zero ve two five tousand brken two three two point three  three zero two four visual approach five rigt five ef  n runway one four three two klose taxi way delta klose between taxi way kilo and taxi way delta one taxi way kilo close between runway one four and taxi way kilo one taxi way delta one between taxi way delta ad i runway five right out of service runway five right approach li out of service runway five right qestin approach assing teer out of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:18:11,00:18:23,000000Z,runway two three  rea mon runway hold short instruction contact groundo toon point nine for clearance and taxi instruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:18:24,00:18:28,000000Z,adviteron initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:18:32,00:18:38,000000Z,greanpairport itis information echo two three five four zulu wind calm
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:18:39,00:18:43,000000Z,one zero ce two five thousand broken
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:18:44,00:18:53,000000Z,two three two poimnt threethree zero two four visual approach five right five left and you
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:18:54,00:18:59,000000Z,notice til air misi runway one four three two klol
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:19:00,00:19:18,000000Z,taxi way delta closed between taxi way kilo and taxiway delta one taxi way kilo cloased between runway one for and taxi way kilo one axi way delta one between taxiway delta and ils runway five right out of service runway five right approach fttm out of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:19:19,00:19:26,000000Z,runway five right presion approach as indicter out of service runway two three righl
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:19:27,00:19:40,000000Z,read mchol runway hold short instruction contact ronddon on two one point nine for clearance and taxi instruction adlion itial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:19:43,00:19:49,000000Z,greas  air port de information echo two three five four zulu
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:19:50,00:19:53,000000Z,wind calm one two zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:19:54,00:20:08,000000Z,ving two five thousand broken two three two point three three zero two four visual approach five right five left anus noair mision
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:20:09,00:20:42,000000Z,runway one four three two plose taxi way delta close between taxi way kilo and taxi wayht elt o one tax way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and  ils runway five right out of service runway five right approach liht stm out of service runway five right preisin approach passing deter out of service runway two three righ re aon runway hold short instruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:20:43,00:20:53,000000Z,contact ground ot point nine for clearance and taxi instruction atln initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:20:57,00:21:37,000000Z,greenborow aerport ai information echo two three five for zuluwind calm one zero velig two five thousn broken two three two point three i t three zero to four visual ap proach five right five left anus nocei runway one four three two flose taxi way delta close between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:21:38,00:22:01,000000Z,ils runway five right out of service runway five right approach t out of service runway five right precion approach ass indicater out of service runway two three right l rea  o runway hold short instruction contact rounddon toon point nine for clearance and taxi instruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:22:02,00:22:06,000000Z,advit on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:22:10,00:22:16,000000Z,gree per air port eis information echo two three five four zulu wind calm
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:22:17,00:22:21,000000Z,one zero celng two five thousand broken
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:22:22,00:22:56,000000Z,two three two point three a three zero two four visual ap proach five right five left an us notcermirunway one four three two klose taxi way delta close between taxi way kilo and taxi way delta one taxi way kilo cloased between runway one four and taxi way kilo one taxi way delta one betwlee taxi way delta and  ils runway five right out of service runway five right approach t out of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:22:57,00:23:04,000000Z,runway five right precsion approach as indiater out of service runway two three right fli r
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:23:05,00:23:18,000000Z,red runway hold short instruction contactroundoto one point nine for clearance and taxi instruction adlis n imitial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:23:22,00:23:27,000000Z,grensbo airport et information echo two three five four zulu
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:23:28,00:23:31,000000Z,wand calm one zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:23:32,00:23:46,000000Z,celing two five thousand broken two three two poinat three three zero two four visual approach five right five left anus nocearmi
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:23:47,00:23:50,000000Z,runway one four three two lo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:23:51,00:24:20,000000Z,taxi way delta closed between tax way kilo and taxiway delta one taxi way kilo closed between runway one for and taxiwa kilo one taxtiway delta one between taxi way delta and e ils runway five right out of service runway five right approach in out of service runway five right preiion approach tassingtetr out of service runway two three  rea  runway hold short anrion
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:24:21,00:24:31,000000Z,contact groundu point nine for clearance and taxi instrution advis on mitia contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:24:35,00:25:15,000000Z,treenpafor  information echo two three five four zulu wind calm one zero celi two five thousand broken two three two point threei betl three zero two four visual approach five right five left anus no runway one four three two closed taxi way delta klose between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:25:16,00:25:39,000000Z,ils runway five right out of service runway five right approach it sstm out of service runway five right precsion approach as indicater out of servic runway two three right l rea  on runway hold short instruction contact ground o two one point nine for clearance and taxi instruction
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:25:40,00:25:44,000000Z,atlion contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:25:48,00:26:34,000000Z,breenporo airport de informatio echo two three five four zuluwindcalm one zero celing two five thousand broken two three two point three a three zero two four visual approach five right five left an yu noairmition runway one four three two close taxi way delta closed between taxsi way kilo and taxi way delta one taxi wa kilo closed between runway one four and taxi way kilo one taxi way delta one betwleen taxi way delta and te ils runway five right out of service runway five right approach ligh tm out of service
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:26:35,00:26:42,000000Z,runway five right presion approach ass in dicater out of surfice runway two three right fl  z
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:26:43,00:26:56,000000Z,read mchol runway hold short instruction contact roundon two one peoint nine for clearance and taxi instruction atli on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:27:00,00:27:09,000000Z,grean po airpourt ai information echo two three five four zulu lind calm one zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:27:10,00:27:18,000000Z,cealng two five thousand broken two three two point three three zero two four
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:27:19,00:27:24,000000Z,visual approach five right five left an us notice til airmi
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:27:25,00:27:28,000000Z,runway one four three two close
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:27:29,00:28:09,000000Z,taxi way delta closed between taxi way kilo and taxi wa delta one taxi way kilo closed between runway one for and taxi way kilo one taxi way delta one between taxi way delta and ils runway five right out of service runway five right approach  sstm out of service runway five right preion approach passig ttor out of serice runway two three r rea o runway hold short indstruction contact ground uen poit nine for clearance and taxi instruction adfic on initia otct you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:28:13,00:28:53,000000Z,greenborow airport a information echo two three five four zulu wind calm one zero veelg two five thousand broken two three two poimnt three a i three zero two four vsual approach five righ five left inu no runway one four three two co taxi way delta closed between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:28:54,00:29:22,000000Z,ils runway five right out of service runway five righ approach ist out of service runway five right precasion approach pass in diter out of serice runway two three right l reac ch runway hold short instruction contact ground to one point nine for clearance and taxi instruction advise on imitial contct you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:29:26,00:30:20,000000Z,treenporo arport a i information echo two three five four zulu wind calm one zero celing two five tousan rokin two three two point three ani mtel three zero two four vsual approach five right five left inus nomi runway one four three two closed taxi way delta close betwleen taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delto one be len taxi way delta and e ils runway five right out of service runway five rgh approach fli t out of service runway five right precision approach passing de tle out of service runway two three rgt
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:30:21,00:30:34,000000Z,read ol runway hold short instruction contact roundon point nine for clearance and taxi instruction advi on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:30:38,00:30:47,000000Z,greenbo airport diiti information echo two three five four zulu wind calm one zero
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:30:48,00:30:56,000000Z,eatwo five thousand broken two three two poinat three three zero two four
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:30:57,00:31:06,000000Z,visual approach five righ five left an us notice l airi runway one four three two close
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:31:07,00:31:33,000000Z,taxi way delta closed between taxi way kilo and taxi way telto one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one betwen taxi way delta and e ils runway five right out of service runway five right approach fittm out of service runway five right precasion approach passing betaber out of service runway two three righ l
KGSO1-ATIS-Jun-01-2024-0000Z.wav,00:31:34,00:31:47,000000Z,read  echol runway hold short instruction contact ground  doint nine for clearance and taxi instruion adli on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:00:00,00:00:15,003000Z,taxi way delta one taxi way kilo closed between runway one four and taxiway kilo one tax way delta one between taxi way delta and e ils runway five right out of service runway five right approach ligtm out of servise
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:00:16,00:00:23,003000Z,runway five right pregi approach pass ing tecater out of service runway two three right l lou
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:00:24,00:00:37,003000Z,re runway hold short insruton contact roenddon point nine for clearance and taxi instrcion adlion initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:00:41,00:00:50,003000Z,green purrow airport da its information echo two three five four zuu calm one zero
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:00:51,00:00:59,003000Z,clntwo five thousand brokenr two three two poimnt three three zero two four
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:01:00,00:01:05,003000Z,visual approach five right five left in yoush notice clear measi
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:01:06,00:01:09,003000Z,runway one four three two colos
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:01:10,00:01:50,003000Z,taxi way delta closed between taxi way kilo and taxi way tdelta one taxi way kilo closed between runway one for and taxi way kilo one taxi way delta on beqle taxi way delta d ils runway five right out of service runway five right approach fit itm out of service runwa five right prection approach passing teber out of service runway two three rilu rea  on runway hold short instruction contact round tn point nine four clearance and taxi insr atfi on initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:01:54,00:02:34,003000Z,greenp aerport e information echo two three five four zul wind calm one zero celing two five thousand broken two three two poinat three alti  three zero two four visual approach five righ five left nu runway one four three two klosed taxi way delta closed between taxi way kilo and taxi way delto one taxi way kilo closed between runway one four and taxi way kilo one taxi wa delta one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:02:35,00:02:52,003000Z,ils runway five right out of service runway five right approach lt it out of service runway five right precsion approach ans indicateer out of serice runway two three right ll rea on runway hold short instruction
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:02:53,00:02:54,003000Z,contact
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:02:55,00:03:03,003000Z,on twu on peoint nine for clearance and taxi instruion adviseon initial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:03:07,00:03:58,003000Z,green po airport a information echo two three five four zulu wind calm one zero celn two five thousand broken two three two point three ta timb three zero two four vasual approach five right five left tanu noce air mision runway one four three two plose taxi way delta loe between taxi way kilo and tai way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one betwen taxi way delta andi runway five right out of service runway five right approach ig stm out of service runway five right qreion approach tassing ter out of service
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:03:59,00:04:01,003000Z,runway two three riht glid l
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:04:02,00:04:15,003000Z,red  runway hold short instruction contact ronddomto on point nine for clearance and taxi instruction adlin iitial contact you have information echo
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:04:20,00:04:41,003000Z,grer ar por di information echo two three five four zuluwd calm onet zeroe two five  thousand broken two three two poimnt three three zero two four visual approach five right five left and you
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:04:42,00:04:47,003000Z,notice till air mit runway one four three two close
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:04:48,00:05:14,003000Z,taxi way delta closed between taxi way kilo and taxi way delta one taxi way kilo closed between runway one four and taxi way kilo one taxi way delta one between taxi way delta ad e ils runway five right out of service runway five right approach flitift out of service runway five right precion approach passing tecaber out of survice runway two three right lif
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:05:15,00:05:28,003000Z,re runway hold short instruction contact roundo point nine for clearance and taxi instruction ad contact you have information echo
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:05:32,00:06:12,003000Z,greenporo aerport ei information echo two three five four zulu wind calm one zero celng two five thousand broken two three two point hree tati three zero two fourvisual approach five rgh five left n us  i runway one four three two closed taxi way delta closed between taxi way kilo and taxi way teta one taxi way kilo closed between runway one four and taxi way kilo one taxi way teto one between taxi way delta and
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:06:13,00:06:30,003000Z,ils runway five right out of service runway five righ approach fight sitm out of service runway five right precsion approach pass in deaer out of serice runway two three right reac ol runway hold short instruction
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:06:31,00:06:32,003000Z,contact
KGSO1-ATIS-Jun-01-2024-0030Z.wav,00:06:33,00:06:41,003000Z,twoon poimnt nine for clearance and taxi instruction advis onia contact you have information echo
